time,voltage
116.57,214.27
116.6,211.33
116.63,224.61
116.67,215.55
116.7,211.13
116.73,212.91
116.77,220.22
116.8,218.08
116.83,209.48
116.87,212.71
116.9,212.71
116.93,219.38
116.97,215.04
117.0,221.03
117.03,228.77
117.07,226.51
117.1,229.11
117.13,234.26
117.17,217.52
117.2,222.64
117.23,224.84
117.27,220.4
117.3,213.66
117.33,234.9
117.37,224.08
117.4,216.49
117.43,219.22
117.47,234.98
117.5,233.74
117.53,214.95
117.57,214.95
117.6,222.25
117.63,235.78
117.67,225.32
117.7,231.53
117.73,228.13
117.77,221.9
117.8,224.57
117.83,221.71
117.87,234.72
117.9,216.92
117.93,228.41
117.97,221.62
118.0,221.87
118.03,226.69
118.07,223.69
118.1,228.39
118.13,234.23
118.17,232.06
118.2,227.56
118.23,228.01
118.27,221.42
118.3,217.47
118.33,223.47
118.37,232.04
118.4,225.06
118.43,227.81
118.47,225.62
118.5,223.98
118.53,225.37
118.57,229.68
118.6,224.34
118.63,220.09
118.67,226.46
118.7,232.01
118.73,219.35
118.77,236.25
118.8,223.27
118.83,227.07
118.87,220.27
118.9,223.42
118.93,216.02
118.97,224.78
119.0,212.85
119.03,214.17
119.07,216.02
119.1,218.88
119.13,217.5
119.17,207.76
119.2,211.02
119.23,222.87
119.27,215.92
119.3,215.07
119.33,211.46
119.37,215.99
119.4,214.52
119.43,212.32
119.47,214.63
119.5,208.85
119.53,215.56
119.57,214.7
119.6,216.22
119.63,221.96
119.67,210.25
119.7,219.32
119.73,218.7
119.77,220.29
119.8,209.19
119.83,215.51
119.87,210.5
119.9,210.8
119.93,211.97
119.97,224.56
120.0,222.06
120.03,231.39
120.07,225.09
120.1,225.72
120.13,222.4
120.17,226.62
120.2,224.67
120.23,227.11
120.27,216.49
120.3,234.33
120.33,237.67
120.37,230.22
120.4,230.45
120.43,219.43
120.47,225.22
120.5,228.49
120.53,222.71
120.57,226.93
120.6,223.45
120.63,218.75
120.67,220.84
120.7,230.55
120.73,234.94
120.77,218.56
120.8,225.6
120.83,226.35
120.87,230.67
120.9,231.18
120.93,223.54
120.97,221.85
121.0,213.8
121.03,211.5
121.07,215.35
121.1,210.36
121.13,222.24
121.17,210.84
121.2,204.57
121.23,218.44
121.27,212.69
121.3,218.08
121.33,216.07
121.37,217.53
121.4,216.78
121.43,215.84
121.47,219.72
121.5,211.88
121.53,210.75
121.57,210.85
121.6,216.61
121.63,213.21
121.67,215.31
121.7,213.03
121.73,217.01
121.77,205.91
121.8,215.24
121.83,205.54
121.87,222.89
121.9,214.63
121.93,222.02
121.97,216.22
122.0,224.53
122.03,220.35
122.07,219.26
122.1,227.56
122.13,225.83
122.17,220.93
122.2,219.72
122.23,228.86
122.27,233.98
122.3,217.71
122.33,225.41
122.37,221.62
122.4,220.68
122.43,220.01
122.47,227.01
122.5,228.26
122.53,226.68
122.57,215.63
122.6,220.72
122.63,231.8
122.67,224.3
122.7,220.29
122.73,223.8
122.77,219.91
122.8,221.27
122.83,223.35
122.87,224.36
122.9,218.25
122.93,217.8
122.97,221.91
123.0,219.71
123.03,224.67
123.07,232.62
123.1,223.85
123.13,226.4
123.17,224.74
123.2,231.54
123.23,223.67
123.27,223.26
123.3,224.69
123.33,228.71
123.37,234.6
123.4,230.68
123.43,222.76
123.47,230.96
123.5,235.3
123.53,226.53
123.57,221.75
123.6,231.67
123.63,229.66
123.67,222.92
123.7,224.78
123.73,221.88
123.77,216.87
123.8,223.7
123.83,223.07
123.87,223.69
123.9,227.79
123.93,224.69
123.97,216.76
124.0,235.23
124.03,219.21
124.07,219.5
124.1,218.19
124.13,229.72
124.17,223.37
124.2,232.75
124.23,222.97
124.27,222.13
124.3,228.22
124.33,232.01
124.37,227.41
124.4,226.61
124.43,227.82
124.47,219.99
124.5,215.62
124.53,234.8
124.57,225.24
124.6,229.9
124.63,228.46
124.67,219.68
124.7,227.85
124.73,223.1
124.77,225.44
124.8,235.26
124.83,216.27
124.87,230.61
124.9,229.53
124.93,231.99
124.97,229.22
125.0,226.86
125.03,221.14
125.07,225.53
125.1,228.3
125.13,224.71
125.17,232.09
125.2,221.07
125.23,220.95
125.27,228.89
125.3,224.27
125.33,226.56
125.37,224.58
125.4,229.68
125.43,214.72
125.47,220.02
125.5,222.98
125.53,229.95
125.57,223.8
125.6,224.02
125.63,227.96
125.67,231.76
125.7,230.83
125.73,222.44
125.77,232.39
125.8,227.96
125.83,220.54
125.87,226.21
125.9,219.26
125.93,224.78
125.97,219.39
126.0,226.08
126.03,212.29
126.07,222.72
126.1,219.78
126.13,215.48
126.17,220.53
126.2,224.64
126.23,217.42
126.27,221.91
126.3,226.99
126.33,216.4
126.37,226.35
126.4,222.04
126.43,225.52
126.47,237.13
126.5,227.97
126.53,224.24
126.57,222.59
126.6,235.55
126.63,223.84
126.67,214.22
126.7,223.78
126.73,224.19
126.77,226.37
126.8,227.04
126.83,237.44
126.87,222.17
126.9,222.59
126.93,217.35
126.97,221.14
127.0,211.62
127.03,209.54
127.07,214.81
127.1,211.9
127.13,222.69
127.17,222.92
127.2,207.45
127.23,219.67
127.27,219.56
127.3,218.08
127.33,216.43
127.37,215.24
127.4,207.66
127.43,217.25
127.47,220.51
127.5,221.74
127.53,204.77
127.57,216.81
127.6,211.1
127.63,205.05
127.67,210.49
127.7,221.2
127.73,212.66
127.77,213.38
127.8,219.69
127.83,210.19
127.87,215.03
127.9,207.49
127.93,218.55
127.97,217.91
